,Id,PID,MS SubClass,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,Lot Frontage_nans,Mas Vnr Area_nans,BsmtFin SF 1_nans,BsmtFin SF 2_nans,Bsmt Unf SF_nans,Total Bsmt SF_nans,Bsmt Full Bath_nans,Bsmt Half Bath_nans,Garage Yr Blt_nans,Garage Cars_nans,Garage Area_nans,basement_livable,Functional_Num,ExterCond_Num,ExterQual_Num,KitchenQual_Num,neigh_score,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,MS Zoning_Rare_var,Street_Rare_var,Alley_Missing,Alley_Pave,Lot Shape_IR2,Lot Shape_Rare_var,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_Rare_var,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Lot Config_Rare_var,Land Slope_Mod,Land Slope_Rare_var,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_Rare_var,Condition 2_Rare_var,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2.5Unf,House Style_2Story,House Style_Rare_var,House Style_SFoyer,House Style_SLvl,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Rare_var,Roof Matl_Rare_var,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Rare_var,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Rare_var,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_Missing,Mas Vnr Type_None,Mas Vnr Type_Rare_var,Mas Vnr Type_Stone,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exter Cond_Gd,Exter Cond_Rare_var,Exter Cond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Rare_var,Foundation_Slab,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_Missing,Bsmt Qual_Rare_var,Bsmt Qual_TA,Bsmt Cond_Gd,Bsmt Cond_Missing,Bsmt Cond_Rare_var,Bsmt Cond_TA,Bsmt Exposure_Gd,Bsmt Exposure_Missing,Bsmt Exposure_Mn,Bsmt Exposure_No,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Missing,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_Missing,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Heating_Rare_var,Heating QC_Fa,Heating QC_Gd,Heating QC_Rare_var,Heating QC_TA,Central Air_Y,Electrical_FuseF,Electrical_Rare_var,Electrical_SBrkr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Rare_var,Kitchen Qual_TA,Functional_Min2,Functional_Mod,Functional_Rare_var,Functional_Typ,Fireplace Qu_Fa,Fireplace Qu_Gd,Fireplace Qu_Missing,Fireplace Qu_Po,Fireplace Qu_TA,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_Missing,Garage Type_Rare_var,Garage Finish_Missing,Garage Finish_RFn,Garage Finish_Unf,Garage Qual_Missing,Garage Qual_Rare_var,Garage Qual_TA,Garage Cond_Missing,Garage Cond_Rare_var,Garage Cond_TA,Paved Drive_P,Paved Drive_Y,Pool QC_Rare_var,Fence_GdWo,Fence_Missing,Fence_MnPrv,Fence_Rare_var,Misc Feature_Rare_var,Misc Feature_Shed,Sale Type_ConLD,Sale Type_New,Sale Type_Rare_var,Sale Type_WD 
157,1282,535476370,60,4.382026634673881,9.18604767940714,2,6,6,6.6332495807108,6.6332495807108,360.0,674.0,106.0,0.0,27.92848008753788,6.682108597449809,813,0,7.384610383176974,1.0,0.0,1,1,4,1,7,0,6.6332495807108,2.0,21.02379604162864,328,128,0,0,189,0,0,6,2008,12.031123843065632,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,780.0,8.0,3.0,3.0,3.0,4.9409681511785015,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
158,2688,903425340,190,4.0943445622221,9.19755903761145,2,4,5,6.0,6.0,160.0,789.0,0.0,13.07669683062202,30.983866769659336,6.866933284461882,0,0,6.866933284461882,1.0,0.0,1,0,3,1,6,0,6.0,2.0,24.0,0,288,0,0,0,0,0,5,2006,11.76756768334381,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,789.0,8.0,3.0,3.0,3.0,4.433964422897717,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
159,2581,535180070,20,4.276666119016055,9.211439767419485,2,5,6,7.0,3.1622776601683795,64.0,360.0,0.0,26.645825188948457,32.71085446759225,7.119635638017636,0,0,7.119635638017636,0.0,1.0,1,0,2,1,6,1,7.0,1.0,21.14237451186597,0,0,0,0,0,0,0,5,2006,11.80894766169701,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,360.0,7.0,3.0,3.0,4.0,4.649443665359876,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
160,2067,905226050,30,4.219507705176107,10.1400999897973,1,5,7,9.433981132056603,0.0,0.0,0.0,0.0,28.5657137141714,28.5657137141714,7.255591274253665,0,0,7.255591274253665,0.0,0.0,2,0,3,1,7,0,0.0,2.0,24.0,0,0,112,0,0,0,0,8,2007,11.626254150277232,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,4.0,3.0,4.0,5.282649347820332,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
161,2115,906403060,60,4.219507705176107,9.0918946167697,1,7,5,4.358898943540674,4.358898943540674,360.0,608.0,321.0,0.0,30.479501308256346,6.852242569051878,927,0,7.535296702444088,1.0,0.0,2,1,3,1,7,1,4.358898943540674,2.0,24.879710609249457,108,48,0,0,144,0,0,5,2007,12.240474072247506,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,929.0,8.0,3.0,4.0,4.0,5.218378017157072,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
162,754,903430070,90,3.912023005428146,8.006367567650246,2,5,1,9.327379053088816,7.681145747868608,0.0,0.0,0.0,32.2490309931942,32.2490309931942,6.992096427415888,1040,0,7.662937850461535,0.0,0.0,2,0,4,2,11,0,5.385164807134504,0.0,0.0,0,56,0,0,0,0,0,9,2009,11.042921835724492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.983019015234381,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
163,1079,528188150,160,3.58351893845611,7.803026643632217,4,7,5,2.23606797749979,2.0,106.0,573.0,0.0,13.820274961085254,27.640549922170507,6.638567789166521,862,0,7.3938782901077555,1.0,0.0,2,1,2,1,6,0,2.23606797749979,2.0,21.77154105707724,0,27,0,0,0,0,0,10,2008,11.944707881395766,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,573.0,8.0,3.0,4.0,4.0,5.218378017157072,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
164,2615,535404080,20,4.290459441148391,8.867850063029406,2,5,7,7.0,7.0,0.0,708.0,0.0,10.392304845413264,28.5657137141714,6.704414354964107,0,0,6.704414354964107,1.0,0.0,1,0,2,1,5,0,7.0,1.0,17.549928774784245,0,0,0,0,0,0,0,7,2006,11.77452020265869,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,708.0,8.0,3.0,3.0,3.0,4.957145459548628,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
165,329,923225440,160,3.58351893845611,7.860185057472165,1,5,3,5.830951894845301,5.830951894845301,0.0,129.0,232.0,13.228756555322953,23.15167380558045,6.284134161070802,576,0,7.013915474810528,0.0,0.0,1,1,3,1,4,0,5.830951894845301,1.0,18.33030277982336,182,0,0,0,0,0,0,4,2010,11.350406535472452,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,361.0,8.0,3.0,3.0,3.0,4.238000999520578,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
166,1320,902401010,50,4.219507705176107,8.648221453822641,2,7,7,9.055385138137416,7.615773105863909,0.0,0.0,0.0,23.9165214862028,23.9165214862028,6.349138991379798,539,0,7.01301578963963,0.0,0.0,1,0,2,1,5,1,5.0990195135927845,1.0,16.97056274847714,0,0,176,0,0,0,0,8,2008,11.66907414746016,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,3.0,3.0,3.0,5.284363072822401,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
167,416,527455060,160,3.1780538303479458,7.735870319952567,3,6,6,5.5677643628300215,5.5677643628300215,0.0,311.0,0.0,23.323807579381203,29.24038303442689,6.75110146893676,586,0,7.273092595999522,0.0,0.0,2,1,3,1,7,1,5.5677643628300215,2.0,20.97617696340303,28,0,0,0,0,0,0,4,2009,11.908340237224891,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,311.0,8.0,3.0,3.0,3.0,4.9409681511785015,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
168,284,908226130,190,4.0943445622221,9.407550541263888,1,4,4,8.306623862918075,7.745966692414834,0.0,348.0,0.0,18.0,25.92296279363144,6.51025834052315,252,0,6.828712071641684,1.0,0.0,1,0,2,1,5,0,8.306623862918075,1.0,16.73320053068151,0,0,0,0,0,0,0,7,2010,11.289781913656018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,348.0,8.0,2.0,3.0,2.0,3.9286744196190018,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
169,1385,905108170,85,4.219507705176107,8.909235279192261,1,5,5,4.898979485566356,4.898979485566356,0.0,104.0,956.0,0.0,32.55764119219941,7.026426808699636,0,0,7.026426808699636,1.0,0.0,1,0,2,1,5,0,4.898979485566356,2.0,22.494443758403985,178,0,0,0,0,0,0,3,2008,11.931635799828411,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1060.0,8.0,3.0,3.0,3.0,4.597573229534604,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
170,275,908102110,20,4.219507705176107,9.087268374386188,1,5,6,7.483314773547883,7.483314773547883,0.0,0.0,0.0,19.519221295943137,19.519221295943137,6.899723107284872,0,0,6.899723107284872,0.0,0.0,1,0,3,1,6,0,7.483314773547883,1.0,17.86057109949175,60,0,56,0,0,0,0,1,2010,11.956912324065804,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,4.0,3.0,3.0,5.102863232813318,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
171,2024,903401070,50,4.0943445622221,9.088172738001974,2,6,7,9.327379053088816,7.54983443527075,0.0,0.0,0.0,27.712812921102035,27.712812921102035,6.62273632394984,624,0,7.226936018493289,0.0,0.0,1,0,3,1,7,0,5.477225575051661,2.0,24.0,0,54,144,0,0,0,0,2,2007,12.013700752882718,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,4.0,3.0,4.0,5.446258154457217,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
172,68,528456160,20,4.5217885770490405,9.128587870103924,4,7,5,1.0,0.0,0.0,0.0,0.0,34.899856733230294,34.899856733230294,7.1049654482698426,0,0,7.1049654482698426,0.0,0.0,2,0,2,1,4,0,1.0,2.0,26.0,0,136,0,0,0,0,0,4,2010,12.228323254464993,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,3.0,4.0,4.0,5.218378017157072,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
173,1910,534479140,70,4.3694478524670215,9.156939595249067,2,5,7,8.06225774829855,3.4641016151377544,224.0,386.0,0.0,18.49324200890693,26.981475126464083,6.78897174299217,756,0,7.404887575616125,0.0,0.0,1,1,3,1,7,2,8.06225774829855,1.0,17.663521732655695,168,0,0,0,0,0,0,6,2007,11.894780707439258,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,386.0,8.0,3.0,3.0,4.0,4.957145459548628,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
174,381,527356040,20,4.406719247264253,9.382611592916636,3,7,5,5.5677643628300215,5.5677643628300215,206.0,704.0,0.0,23.81176179958132,35.651086939951774,7.378383712996714,0,0,7.378383712996714,0.0,0.0,2,0,3,1,7,1,5.5677643628300215,2.0,21.863211109075447,0,0,0,0,0,0,0,4,2009,11.964001084330445,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,704.0,8.0,3.0,3.0,3.0,4.924790842808375,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
175,1323,902405070,70,4.0943445622221,9.287301413112312,2,7,7,10.862780491200215,3.0,0.0,0.0,0.0,36.23534186398688,36.23534186398688,7.180069874302796,1182,0,7.822044008185619,0.0,0.0,2,0,5,1,10,1,7.615773105863909,2.0,18.49324200890693,0,299,0,0,0,0,0,12,2008,12.122691036591124,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,3.0,3.0,3.0,5.284363072822401,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
176,2432,528235050,60,4.219507705176107,8.969669103793757,2,6,5,2.0,1.7320508075688772,0.0,457.0,0.0,18.05547008526779,27.982137159266443,6.693323668269949,702,0,7.319202458767849,1.0,0.0,2,1,3,1,7,1,2.0,2.0,19.82422760159901,100,75,0,0,0,0,0,6,2006,12.118333731222169,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,457.0,8.0,3.0,4.0,4.0,5.0547692105201865,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
177,777,905200220,20,4.219507705176107,9.360138737064576,1,5,5,6.855654600401044,6.855654600401044,116.0,170.0,670.0,15.874507866387544,33.04542328371661,6.9957661563048505,0,0,6.9957661563048505,0.0,1.0,1,0,3,1,6,1,6.855654600401044,1.0,16.97056274847714,0,20,144,0,0,0,0,9,2009,11.842229212112828,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,840.0,8.0,3.0,3.0,3.0,4.597573229534604,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
178,1107,528365060,60,4.564348191467836,9.263122557415151,4,7,5,3.872983346207417,3.741657386773941,651.0,1173.0,0.0,11.74734012447073,36.20773398046335,7.1891677384203225,1093,0,7.790696031174738,1.0,0.0,2,1,3,1,9,1,3.872983346207417,3.0,31.352830813181765,250,154,216,0,0,0,0,8,2008,12.739637756265656,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1173.0,8.0,3.0,4.0,4.0,5.218378017157072,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
