,SalePrice
1623,12.909170156943286
1627,9.45634070543332
959,11.407564949312402
331,12.089538829274222
595,12.345834587905332
875,11.904967552746252
168,11.289781913656018
1250,11.9891596439666
707,12.2783933071098
1412,12.323855681186558
715,11.759785542901756
372,11.801856756822442
1321,11.982929094215963
1262,12.90669184092882
147,12.075394321888057
1440,11.881034786534624
1193,12.078239274020287
833,12.025749091398891
49,11.951180395901384
1438,11.695247021764184
1118,11.867097278690842
1636,11.941944326032129
1253,12.821258284620408
801,12.213495031345811
1765,12.388394202324127
1972,11.6784399034478
1889,11.964001084330445
507,12.061046873479915
1033,11.8635823365834
133,12.688498794774466
1896,12.170445467887022
671,11.852962767755937
2035,11.867097278690842
1836,11.811547477460344
1533,11.225243392518449
58,11.820410164718188
908,11.9891596439666
835,12.66032791780777
1971,12.081076155355488
1660,11.283512300642425
259,11.848683160653572
561,11.831379196088765
826,11.728036844587177
1769,11.643953727376632
1556,12.429216196844385
10,11.35510137977666
1466,12.067901936471507
469,12.542187675503545
178,12.739637756265656
768,11.512925464970229
1648,12.077670930725647
134,11.49272275765271
580,11.320553572322773
566,12.010665849187564
624,11.491701828518602
954,11.603679828238691
1832,11.83500896413934
1584,11.891361900690471
1077,11.588960151246226
17,11.842229212112828
1662,11.771436160121729
733,11.827736204810265
891,11.759785542901756
1461,12.007621706806336
1401,11.736069016284436
1332,11.957611286231677
1643,12.165771348756648
564,12.106252310247962
465,12.92391243868049
1688,11.608235644774552
1697,11.711776323715394
1654,11.350406535472452
347,12.100156419938624
253,12.513557345278134
2,11.59910316121128
1171,11.512925464970229
4,11.83862560460953
1585,11.9891596439666
522,12.144197241812089
712,11.813030057420567
698,11.951180395901384
1834,12.84792653170257
2045,11.320553572322773
1611,12.345834587905332
1097,11.573550086786664
2011,12.40287222150478
1605,12.078239274020287
1707,12.28690119819279
269,11.87862357740665
326,11.813030057420567
1094,11.842229212112828
1877,12.144197241812089
572,11.77528972943772
1915,12.254862809699606
243,12.347346487886606
621,12.841129801965447
1626,12.445089546000672
1102,12.269047444691562
1719,11.635143097694478
1733,11.603679828238691
116,11.917723684090689
2009,11.8635823365834
524,11.870599909242044
635,11.308358299228956
841,12.394624752074764
1887,11.904852681283913
1563,10.542706391070515
1419,12.196022309676671
199,12.864240107194092
1215,11.728036844587177
1024,12.371061522195516
1416,11.813030057420567
1242,12.567237494741756
1366,12.683858415217964
608,12.345834587905332
1851,11.686878772093667
697,11.898187865760873
1043,12.160028707028768
1741,12.089538829274222
1641,11.887931365593683
1804,11.56171562913966
233,12.066810578196666
279,11.630708500626612
1192,11.76756768334381
1604,12.504323669331187
1164,11.998433280751929
28,11.691908120498669
963,11.891361900690471
1010,11.763684183317412
334,11.982929094215963
1815,12.531772785169476
414,12.676076274775909
913,12.209187788430318
845,12.429216196844385
2016,12.106252310247962
738,11.511924964636645
716,11.938193200374572
1204,12.061046873479915
114,11.065074640365626
1070,11.809319478024031
521,11.607326140391711
634,11.695247021764184
408,10.596634733096073
1995,12.167851432709975
1968,12.759957758756611
1148,12.26857785088157
1310,12.2783933071098
1299,12.487356794850175
71,12.611537753638338
592,12.031123843065632
1009,11.580584113444043
109,12.075394321888057
1699,13.09190416991962
654,11.917723684090689
1619,11.641512152666213
926,11.619535200028489
463,12.706847933442663
1913,11.37366339763672
106,12.013700752882718
883,11.695247021764184
781,11.759785542901756
1807,12.125404742462718
816,12.100712129872347
1711,11.924432285124537
1344,11.84939770159144
1872,12.034691028774551
1380,11.695247021764184
1031,11.944707881395766
1076,11.824079893607152
1209,12.010665849187564
1921,11.967180737247824
486,11.759785542901756
459,11.827736204810265
1200,12.468436909997664
1061,11.773750083252128
183,9.480367509189245
602,11.964001084330445
753,12.271392111650815
374,11.918390573078392
1691,13.27851205989426
1423,12.22174912491518
1862,12.46997418931655
417,12.054813614188037
1311,12.100156419938624
1629,12.7444443677961
415,12.29682700879864
1187,12.665078520566368
1173,12.0435537160324
969,11.074420502783864
1358,11.571194373094205
1149,12.13939851226218
1958,12.259139366466863
1322,11.967180737247824
60,12.577636201962656
1346,12.540757571577291
686,11.813030057420567
378,12.404923504275338
314,11.87687389287546
472,11.759785542901756
1748,11.589886506106357
1228,12.721885810807205
1472,12.146853285870202
559,11.956970055045868
1704,11.344506813345266
1093,11.652687407345388
986,12.058152515453552
1545,12.551433829568632
97,11.728036844587177
704,11.26446410567173
1287,11.870599909242044
725,12.190959007720126
547,11.652687407345388
1781,12.14950229404178
1364,11.877568578558138
610,11.84939770159144
1283,12.43718436649356
308,11.771436160121729
1564,12.103486056755072
549,11.580584113444043
1373,10.858998997563564
1147,11.648330101976432
747,12.195517131590655
108,12.43718436649356
0,11.779128505744886
1150,12.078239274020287
649,11.982929094215963
1367,12.323411137947408
371,12.299107511497365
1768,11.884489021402713
1372,11.608235644774552
1809,12.052338545588132
94,12.103486056755072
1777,11.960811288962343
1695,12.319401330837175
268,12.328290278254425
1567,11.856515169360303
391,11.931635799828411
138,13.20895199837856
1754,11.870599909242044
577,11.884489021402713
1607,12.123234367221167
1825,11.56171562913966
1271,12.240474072247506
157,12.031123843065632
14,12.170445467887022
1289,11.755871643580615
591,12.205572520488492
606,12.477167914377556
93,11.685684782260491
219,11.69316151527316
230,12.813917896253695
929,11.79810440720389
1395,11.831379196088765
665,11.812289042195848
380,11.736069016284436
1063,11.79810440720389
636,11.682668239557325
323,11.7320609948869
1503,12.089538829274222
1057,12.942039823273047
513,11.824079893607152
964,12.058152515453552
1686,12.170445467887022
971,11.711776323715394
708,11.184421397998191
539,11.669929213779891
1482,11.83500896413934
1985,11.831379196088765
1789,12.33270529646354
1632,12.473535428894303
6,11.84939770159144
672,11.744037185933616
1068,12.225875272826354
1290,12.210189161042011
1841,11.326595886778737
840,11.695247021764184
1956,11.56171562913966
1568,12.721885810807205
511,12.301337369755954
655,11.719939634354557
642,11.744037185933616
849,12.29454129351778
1856,11.884489021402713
1448,12.220468525813908
666,12.0435537160324
1618,11.59910316121128
797,11.127262984158245
886,12.072541252905651
938,12.05757263721173
475,12.652359748158592
1989,11.842229212112828
1959,11.751942365440728
411,11.904967552746252
234,12.154779351142624
2023,12.605640398372254
277,12.167851432709975
1516,12.330500223905226
66,11.908340237224891
544,11.827736204810265
1873,12.0435537160324
1925,11.891361900690471
728,12.206072645530174
787,11.49272275765271
311,12.154779351142624
1522,12.66032791780777
1028,11.982929094215963
1156,11.49272275765271
804,11.759785542901756
90,12.117241431823558
1944,11.874090314181814
799,12.33138283649562
1500,11.837903322165706
530,11.694413341015606
1238,11.856515169360303
1109,12.238443025560624
1137,12.083905011555968
1999,12.323855681186558
637,12.823628446539171
859,11.6784399034478
869,11.827736204810265
265,12.096257779522968
1376,11.407564949312402
1705,12.165250651009918
1736,12.718896271958837
1036,11.652687407345388
2022,12.190959007720126
350,11.759785542901756
384,12.24288661865289
950,11.652687407345388
1381,12.106252310247962
1805,12.273731294003989
1211,11.84939770159144
873,11.227906509937933
1458,12.611537753638338
221,11.824079893607152
1393,11.05089000537367
662,11.736069016284436
1476,12.675763725937609
482,12.141534124392605
119,12.352335152508426
1685,11.44571671527678
1932,12.854483932248728
1724,11.84939770159144
260,11.245046019814628
1852,12.382124589310534
186,12.560244459250788
63,11.713823407337118
1023,12.206777397134411
2046,12.083905011555968
696,11.34922937229944
1784,11.891361900690471
1976,12.028738630247258
1937,12.594730635321955
48,11.759785542901756
392,12.611537753638338
1324,11.890676734510876
1735,11.512925464970229
1559,12.388394202324127
1112,12.144197241812089
575,11.877568578558138
1657,11.759785542901756
902,12.26904274984486
1244,11.532728092266408
548,11.643953727376632
1677,11.695247021764184
1390,11.77528972943772
150,11.910358401381128
220,12.066235700342377
1121,12.330500223905226
1721,11.635143097694478
1894,12.24288661865289
1557,12.292250341771226
181,11.91638857040772
165,11.350406535472452
474,12.144197241812089
1983,12.157669906302006
80,11.643953727376632
1774,12.345834587905332
1248,12.524417279788771
1656,12.183315658407558
1341,12.547887726561882
1407,12.01974306733868
1157,13.071070083016778
1189,11.608235644774552
1232,12.111212364506214
842,12.727422692752375
1658,11.813030057420567
683,11.575900264131617
113,11.982929094215963
1570,12.86099861326992
1892,11.84939770159144
1547,12.0435537160324
855,12.004568269319446
1429,12.230765258120543
460,11.711776323715394
590,11.856515169360303
1247,12.498742259492994
968,12.1489730534896
1178,12.206072645530174
1497,11.973194365119069
77,11.134589024250316
1534,12.165250651009918
714,11.84939770159144
1562,12.20856952572876
656,11.37366339763672
341,12.013700752882718
1645,11.884489021402713
1246,11.56171562913966
1496,12.154779351142624
861,11.794337924408412
1898,11.934919875029603
1931,12.037653993905211
699,12.100712129872347
454,11.898935885244258
198,12.09815330331068
777,11.938193200374572
1100,11.744037185933616
514,11.289781913656018
611,11.951180395901384
1454,12.097373228606832
1728,12.071683742491524
1665,11.872346634576989
914,12.68354828961461
979,12.287652632522596
1216,11.77528972943772
538,12.195517131590655
34,12.601487417784837
171,12.013700752882718
98,12.533576212168626
631,12.14950229404178
216,11.887931365593683
206,12.384218830913648
737,11.711776323715394
1484,11.635143097694478
1034,13.071070083016778
395,11.396391648714276
1345,11.918390573078392
1485,11.740061037553977
1525,11.77528972943772
410,10.822534482604
145,11.755871643580615
1340,11.904967552746252
298,11.970350312009105
2037,11.449985665196357
505,12.089538829274222
1973,11.608235644774552
188,12.328290278254425
879,12.287652632522596
87,11.790557201568507
1687,12.160028707028768
863,12.154779351142624
1854,12.174581978438804
313,12.392552212472792
140,11.856515169360303
1387,11.870599909242044
1152,12.132964173709537
1261,12.138863895836725
1183,12.08069081199846
1855,11.77452020265869
283,12.180754837545884
379,11.522875795823396
604,12.16707190818044
1771,11.56646623189826
297,11.418614785498988
258,11.461632170582678
1546,12.308177868467329
273,11.76756768334381
1678,11.973509872299472
983,11.884489021402713
2010,12.429216196844385
587,11.77528972943772
878,11.918390573078392
2048,12.14950229404178
995,11.850825253582627
18,11.874090314181814
357,11.812289042195848
903,12.694652660348844
723,11.686878772093667
1990,12.058152515453552
1734,12.004568269319446
1357,12.669806661762314
1830,12.526342907575106
795,12.128111104060462
488,12.832011076396668
370,12.05524975579559
1755,11.648330101976432
562,11.245046019814628
1124,11.379394072345706
254,12.196022309676671
1949,12.441144767709655
563,12.259613412458204
21,12.535376392672774
992,12.072541252905651
1962,13.290564035270378
1638,12.936751613811438
668,12.577636201962656
261,11.372513311253485
985,13.017002861746503
857,11.54732689168756
774,11.951180395901384
191,12.538967060803502
783,11.813030057420567
1617,12.456442183097977
335,12.273731294003989
251,11.976659481202368
644,11.379394072345706
1965,12.225875272826354
464,11.870599909242044
1141,12.524526376648708
626,12.269047444691562
1284,12.190959007720126
423,12.072541252905651
1170,12.013700752882718
1583,12.095141084822892
892,12.103486056755072
1442,11.736069016284436
1446,11.282253647235228
302,12.069680020624618
1666,11.877568578558138
570,12.11996994647676
1062,12.301382825334498
1575,12.072541252905651
497,11.652687407345388
340,11.803353763090035
677,11.46057898459802
1952,12.030528073015242
318,12.384218830913648
1490,11.856515169360303
2021,12.165250651009918
76,11.56171562913966
793,12.270220465353926
1045,11.77528972943772
898,11.976659481202368
729,12.066810578196666
1508,11.608235644774552
1101,11.695247021764184
51,11.813030057420567
1883,11.979799201207037
1330,11.54151292182214
676,12.449018824140564
264,11.320553572322773
361,12.943236711506891
798,12.211060187041213
294,11.719939634354557
550,11.682668239557325
2042,12.111761966058932
1297,12.256765759845692
1007,11.941455846009388
65,11.898187865760873
1447,12.269047444691562
1207,11.695247021764184
1942,12.142530960719474
1254,12.077670930725647
1524,12.485827127509433
246,12.384218830913648
232,11.84939770159144
832,12.230765258120543
740,11.973509872299472
1021,11.736069016284436
162,11.042921835724492
125,11.918390573078392
336,11.766792188927278
850,11.818570237796182
786,12.829333698625952
771,12.229545001715316
1539,12.644327576461327
585,11.982929094215963
1580,12.727838209334498
871,11.984490374782917
900,11.842229212112828
1273,11.661345470088502
646,12.220961258023925
1125,12.314927050442256
136,11.451050061252142
456,12.230765258120543
111,11.848683160653572
483,12.301382825334498
2040,11.326595886778737
894,11.83862560460953
360,11.884489021402713
669,12.063932878369052
718,11.86005499606543
1806,12.538967060803502
1145,12.10293188661066
1095,11.915051671812876
419,11.86005499606543
1151,12.2783933071098
1577,11.813030057420567
810,12.014609430818936
471,12.531772785169476
478,12.144197241812089
923,11.728036844587177
322,12.344964644396793
1020,12.025749091398891
556,12.203569515312056
1506,11.917723684090689
95,12.01974306733868
792,12.409013489526863
1128,12.3570755190667
901,11.428456308343778
948,12.083905011555968
1405,11.634257750137753
431,12.375815420117268
390,11.626254150277232
270,12.821258284620408
439,11.870599909242044
436,11.759785542901756
1110,12.007560729337492
1275,12.061046873479915
1362,11.744037185933616
1758,12.493129522588037
1813,11.302204433654577
101,11.362102575235644
127,12.203569515312056
1182,11.84939770159144
1909,11.763684183317412
1379,12.676076274775909
1974,12.30591798049989
1180,12.058152515453552
1940,11.626254150277232
1441,11.951180395901384
1196,11.805595078933049
1459,12.70076888736628
1792,11.396391648714276
1529,11.970350312009105
1980,11.302204433654577
1169,12.991753427493052
1650,12.297785453453374
1924,12.310432660854415
155,12.220961258023925
1918,11.813030057420567
1116,13.053013299269535
1553,11.831379196088765
773,11.77528972943772
56,11.915051671812876
256,11.440354772135391
37,12.154779351142624
1756,11.769116870330638
1793,11.06663836234181
1893,11.751942365440728
1181,11.608235644774552
407,11.440354772135391
1378,11.751942365440728
1624,12.533576212168626
1870,12.185869938212656
179,11.472103470449971
416,11.782952602183288
1086,12.779873068457553
1318,12.125404742462718
612,11.074420502783864
91,12.259613412458204
208,12.36307639433984
1655,11.834284063781393
1488,11.931635799828411
569,11.719939634354557
1069,12.312682380588432
348,11.898187865760873
1696,12.013700752882718
918,11.73526869611367
235,11.76756768334381
1544,11.820410164718188
663,11.49781182716018
1361,12.0015054797889
588,11.84939770159144
43,11.786762130599955
237,12.173032791451972
309,12.141534124392605
1966,11.884489021402713
1227,12.086382166860467
1174,12.066810578196666
312,11.472103470449971
1307,12.56374708980199
333,12.27606501735021
1391,11.947301916572814
1661,12.167851432709975
1601,12.277928082630602
2034,12.506177237980513
1167,12.100712129872347
1786,12.611537753638338
916,12.491251587763836
652,11.411446296020374
397,11.87374182140951
509,13.008659261632127
571,12.066810578196666
1531,11.701477571514818
851,12.273731294003989
1606,11.970350312009105
461,12.080991165908294
711,11.7320609948869
1464,12.083905011555968
867,12.484204257170104
775,11.951180395901384
1900,11.824079893607152
1404,11.842229212112828
68,12.826649133255284
939,12.111761966058932
874,11.78485918045387
1590,11.77528972943772
1000,11.512925464970229
807,11.225243392518449
1910,12.05524975579559
1044,11.992260421644849
8,11.630708500626612
367,11.626254150277232
257,12.331603367977385
1767,12.013700752882718
1302,12.611537753638338
899,12.491251587763836
282,11.917723684090689
1229,12.230765258120543
1637,11.73526869611367
2002,12.081076155355488
92,12.122691036591124
752,12.250089530946948
1491,12.025749091398891
164,11.77452020265869
508,11.041048081342682
118,11.884489021402713
317,12.783761274226782
69,12.27134527214637
1053,11.982929094215963
1064,11.801856756822442
2004,11.512925464970229
1864,11.719939634354557
1168,11.809319478024031
1313,12.429216196844385
55,11.970350312009105
182,11.941455846009388
880,12.43718436649356
813,12.016726473799254
1343,11.904967552746252
288,12.122691036591124
2043,12.885670953244288
477,11.715866308966918
1265,12.449018824140564
2008,10.853000271901186
633,11.736069016284436
105,11.894780707439258
1428,10.915088464214609
1026,11.831379196088765
583,12.007621706806336
218,11.915051671812876
1251,11.34922937229944
2029,11.917723684090689
1820,12.13779380477688
1527,11.686878772093667
688,11.856515169360303
193,11.931635799828411
356,11.350406535472452
1483,11.648365035864051
1551,11.617285480294472
39,11.891361900690471
579,11.824079893607152
1431,11.870599909242044
1396,12.513557345278134
1011,11.661345470088502
62,12.506177237980513
852,12.456831363877356
1928,12.66032791780777
1155,11.779128505744886
553,11.820410164718188
1398,12.409013489526863
13,12.206072645530174
2044,12.60736572950259
1576,11.976659481202368
2038,12.323855681186558
1743,12.04060820580264
622,12.729320789294722
1409,12.251046011172903
1631,11.918390573078392
430,11.910358401381128
2033,11.831379196088765
687,11.867097278690842
705,11.6784399034478
209,12.061046873479915
1717,11.856515169360303
1649,12.031123843065632
1818,12.886739773186576
837,12.386308695833106
1615,11.84939770159144
1664,11.56171562913966
375,11.77528972943772
710,12.122691036591124
1359,12.367340793126296
1799,12.556729517143344
921,12.301382825334498
1201,12.035729065495628
1397,12.061046873479915
263,11.502875129116727
741,11.845819880243557
673,12.0435537160324
238,11.884489021402713
998,11.967180737247824
1276,11.813030057420567
1234,11.790557201568507
689,11.585246126549857
476,11.925035115797062
1602,12.19904803059321
994,11.639558115903595
2007,11.487607656985938
594,12.478006361013817
1996,12.2783933071098
1863,12.078239274020287
806,11.887931365593683
1355,11.589886506106357
542,11.755871643580615
1723,12.674512552799726
1210,12.345834587905332
1114,12.111761966058932
1669,12.577636201962656
88,12.0015054797889
1264,11.973509872299472
1445,11.813030057420567
1426,11.686878772093667
1456,11.498826540590729
7,11.8635823365834
744,11.598726943661342
1203,11.461632170582678
252,11.37366339763672
1586,12.230765258120543
814,11.112447898373103
674,11.957611286231677
1588,11.682668239557325
403,12.086725887897607
421,11.970350312009105
1867,12.078239274020287
920,12.130810161029627
1560,12.793859310432293
739,12.428015476267865
1800,12.049418835484795
1158,11.112447898373103
352,11.715866308966918
1593,11.314474526246393
485,11.585246126549857
1142,12.577636201962656
1935,11.719939634354557
1850,12.01364014498549
455,11.691071650353702
1926,11.941455846009388
1410,12.072541252905651
1824,12.130729295226384
1225,11.624019512475815
746,11.764462090785656
888,12.180754837545884
386,11.694413341015606
498,12.793859310432293
1884,12.066810578196666
1663,12.031719258385396
1589,11.77528972943772
2006,11.827042533619087
1194,11.944707881395766
1612,12.146853285870202
12,11.782952602183288
223,12.367340793126296
823,13.195613839143922
353,11.487607656985938
865,12.721885810807205
187,12.552926520261092
1775,11.831379196088765
1186,12.422505731952896
1634,11.938193200374572
911,11.771436160121729
1730,11.507912923146684
382,11.55214617812351
951,11.711776323715394
1291,10.46310334047155
1450,11.77528972943772
860,12.367340793126296
20,11.76756768334381
1890,11.424094251263613
1058,12.077670930725647
1751,11.635143097694478
151,13.229567991666638
1143,12.037653993905211
236,12.206072645530174
1954,12.141534124392605
247,11.957611286231677
2024,12.380025952653613
1179,11.870599909242044
1347,11.84939770159144
789,12.160028707028768
1948,11.77528972943772
1059,12.6862184189149
96,11.904967552746252
1422,11.451050061252142
41,13.049792684569493
1953,12.524162674153336
1984,12.468436909997664
848,11.751942365440728
1812,12.323855681186558
628,11.99535161421452
1823,12.468436909997664
1651,12.14950229404178
1282,12.287652632522596
735,12.01974306733868
1791,12.41673867533327
1337,12.170445467887022
1923,12.116694834378958
1190,11.594505451962652
1040,11.957611286231677
1633,11.856515169360303
490,12.089538829274222
1861,11.55214617812351
1540,12.013700752882718
2014,11.76756768334381
1292,12.58621994565405
1295,12.56549381513693
358,11.827736204810265
1869,11.560762794384388
462,11.59910316121128
148,12.289954129510877
310,12.611537753638338
703,12.429216196844385
931,11.625360894300016
679,11.481434797878858
343,11.84939770159144
197,11.429543856031176
1670,13.323926946863102
936,12.36946619243861
345,12.42319812451882
1384,11.356271654924852
1308,10.46024210819052
73,11.831379196088765
1939,12.28534582642468
1998,11.755871643580615
453,11.970350312009105
1729,11.898187865760873
1878,12.037653993905211
1460,11.842229212112828
974,11.771436160121729
428,12.409013489526863
383,11.630708500626612
1260,12.016122061571728
1550,12.706847933442663
307,11.751942365440728
447,12.34800614141884
1988,12.66349749256905
1392,12.610870864650634
396,11.461632170582678
1294,11.350406535472452
72,11.979799201207037
1298,12.520883385370206
1838,12.336552511980964
584,11.842229212112828
1012,11.982929094215963
438,12.4529327234617
79,11.774135217090894
301,12.016726473799254
255,11.688255974575329
342,11.401993904262946
1037,12.128111104060462
1035,12.834681304952548
1920,11.805595078933049
1368,12.31716669303576
61,12.62306110407298
1377,11.77528972943772
1511,12.175613438045463
815,12.138863895836725
706,12.669806661762314
120,11.589886506106357
399,12.028738630247258
121,11.695247021764184
54,11.951180395901384
930,11.813030057420567
1402,11.79810440720389
1176,12.132964173709537
492,12.616525295149378
657,12.049418835484795
180,11.84939770159144
805,12.138863895836725
1335,11.967180737247824
1796,11.612770799939945
1709,11.77528972943772
1542,12.429216196844385
1967,12.09458226949681
169,11.931635799828411
1718,12.468882964346784
53,11.238488619268468
529,13.021326833226556
586,11.911701584927595
824,11.898187865760873
131,11.911701584927595
494,11.967180737247824
1608,12.0435537160324
1433,12.235388699864227
154,11.695247021764184
1465,11.507912923146684
1523,11.898187865760873
1046,11.794337924408412
1049,11.669929213779891
36,11.751942365440728
2017,12.025749091398891
211,12.0435537160324
1951,12.128111104060462
427,11.967180737247824
1779,12.154779351142624
100,12.86617997201192
1907,12.716402146247477
1512,11.589886506106357
601,12.127570417375216
905,12.591335046320818
1327,11.763684183317412
1336,12.188417710291452
1505,11.790557201568507
736,11.603679828238691
1764,12.04060820580264
1146,12.556729517143344
1703,12.556729517143344
906,11.48246625748552
1698,12.49612690212701
1198,12.506177237980513
779,12.713492476161331
778,12.631340380934516
368,11.951180395901384
996,11.661345470088502
1700,12.301382825334498
1694,11.76756768334381
531,12.301382825334498
1945,12.524526376648708
42,12.016726473799254
1106,11.512925464970229
1245,11.84510277730856
1430,11.589886506106357
757,11.964001084330445
1074,11.813030057420567
1078,11.744037185933616
1579,11.813030057420567
791,12.095141084822892
1133,12.128111104060462
1400,12.858319703517948
126,12.089538829274222
1443,11.960811288962343
766,11.845819880243557
124,11.608235644774552
205,11.727230067617231
324,11.8635823365834
719,12.691580461311874
376,11.870599909242044
355,12.659734090733718
86,12.127570417375216
1172,12.078239274020287
558,12.36307639433984
57,11.703545824578878
1938,11.911701584927595
1084,12.394624752074764
675,12.24288661865289
1072,11.694413341015606
1314,11.911701584927595
9,11.813030057420567
1249,12.100712129872347
1880,12.185869938212656
1706,11.56171562913966
555,11.401993904262946
158,11.76756768334381
1502,12.994530005894443
1411,12.504323669331187
1079,12.2783933071098
984,12.206072645530174
574,12.154252896800378
730,11.960811288962343
1107,12.2960778698166
1104,12.11996994647676
1348,11.884489021402713
1493,12.100156419938624
743,11.884489021402713
1177,11.42190606658306
1492,11.790557201568507
941,12.468436909997664
1759,12.086725887897607
1950,10.868568448579715
1783,11.70766954176274
897,12.337100907936575
1708,11.86005499606543
629,11.931635799828411
535,11.630708500626612
1977,12.449018824140564
1515,11.002099841204238
406,11.424094251263613
1739,11.99535161421452
568,12.128111104060462
1798,11.6784399034478
1684,12.765688433465597
526,12.936033799212836
582,12.266697267346608
1065,12.0435537160324
1811,12.250089530946948
1702,12.542544882151386
1047,11.877568578558138
678,11.84939770159144
684,12.697715449879391
820,11.790557201568507
872,11.77528972943772
1350,12.235631447771718
1056,11.79810440720389
811,11.898187865760873
1388,12.92391243868049
245,12.398756989359676
1620,12.375815420117268
1574,11.532728092266408
1218,12.103486056755072
543,12.498742259492994
1088,10.714417768752456
1845,11.8635823365834
1383,11.456884074086604
769,11.747997587149712
1354,11.99535161421452
1470,11.964001084330445
567,12.273731294003989
537,11.820410164718188
1943,11.13312810361064
1599,11.9891596439666
794,11.406453220459712
554,11.719939634354557
146,12.198544379109382
991,12.269047444691562
782,11.931635799828411
1029,12.106252310247962
641,12.206072645530174
1486,12.013700752882718
940,12.82771576849868
598,12.309531353898404
1119,11.824079893607152
1041,11.695247021764184
1060,12.128111104060462
130,11.908340237224891
1425,12.206072645530174
650,11.76756768334381
732,11.914047823644257
143,11.759785542901756
1581,12.429216196844385
128,12.11996994647676
1127,11.8635823365834
599,11.934263922234685
495,11.669929213779891
607,12.273731294003989
1652,11.824079893607152
1778,11.7320609948869
552,12.468436909997664
1406,11.617285480294472
1002,12.220961258023925
303,11.512925464970229
516,12.371587084007746
1674,12.015214757713933
1969,11.998433280751929
853,11.964001084330445
1622,11.917723684090689
1902,11.72399643505017
1596,12.013700752882718
1481,12.128111104060462
434,12.388394202324127
1006,11.542484267211773
961,11.938193200374572
943,11.319037271804808
1802,11.813030057420567
354,11.813030057420567
213,11.883799128308771
212,12.323855681186558
1052,11.67419361256635
1205,12.14286656962638
1048,11.856515169360303
398,12.837775180646194
1906,12.542544882151386
64,11.938193200374572
1881,12.299107511497365
349,11.820410164718188
1987,11.786001385032646
38,12.075394321888057
1467,11.925035115797062
534,11.736069016284436
1752,11.90429164869889
1030,11.736069016284436
401,11.54829260880752
424,12.132964173709537
972,11.801856756822442
1720,12.323855681186558
713,12.01309450854769
1439,11.608235644774552
184,12.323411137947408
225,11.938193200374572
203,12.007621706806336
175,12.122691036591124
1199,11.805595078933049
935,12.577636201962656
977,11.874090314181814
1860,11.289781913656018
532,12.027543886974914
123,11.652687407345388
987,12.388394202324127
989,12.211060187041213
1742,11.686878772093667
1679,12.061046873479915
394,11.715866308966918
1489,11.976659481202368
422,12.424806488355683
141,12.2783933071098
1312,12.26434155365415
527,11.740061037553977
1901,12.352335152508426
1963,12.100712129872347
1895,12.936033799212836
1252,11.686878772093667
1653,11.834284063781393
1960,12.240474072247506
1349,12.122691036591124
272,12.059803326028716
1214,11.893414587008216
1096,11.589886506106357
1195,12.100712129872347
700,10.915088464214609
1681,11.951180395901384
944,11.970350312009105
332,13.038981768465275
1555,12.154779351142624
1306,11.580584113444043
627,12.144197241812089
1682,11.736069016284436
328,12.971540487669746
1120,11.827736204810265
59,12.061046873479915
1747,12.358793732547838
1233,11.77528972943772
1787,11.413105129688017
694,12.618182296357007
876,11.728842971192698
300,12.289954129510877
500,12.061046873479915
174,11.964001084330445
