,MS SubClass,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Lot Frontage_nans,Mas Vnr Area_nans,BsmtFin SF 1_nans,BsmtFin SF 2_nans,Bsmt Unf SF_nans,Total Bsmt SF_nans,Bsmt Full Bath_nans,Bsmt Half Bath_nans,Garage Yr Blt_nans,Garage Cars_nans,Garage Area_nans,basement_livable,Total_sf,Functional_Num,ExterCond_Num,ExterQual_Num,KitchenQual_Num,neigh_score,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,MS Zoning_Rare_var,Street_Rare_var,Alley_Missing,Alley_Pave,Lot Shape_IR2,Lot Shape_Rare_var,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_Rare_var,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Lot Config_Rare_var,Land Slope_Mod,Land Slope_Rare_var,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_Rare_var,Condition 2_Rare_var,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2.5Unf,House Style_2Story,House Style_Rare_var,House Style_SFoyer,House Style_SLvl,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Rare_var,Roof Matl_Rare_var,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Rare_var,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Rare_var,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_Missing,Mas Vnr Type_None,Mas Vnr Type_Rare_var,Mas Vnr Type_Stone,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exter Cond_Gd,Exter Cond_Rare_var,Exter Cond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Rare_var,Foundation_Slab,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_Missing,Bsmt Qual_Rare_var,Bsmt Qual_TA,Bsmt Cond_Gd,Bsmt Cond_Missing,Bsmt Cond_Rare_var,Bsmt Cond_TA,Bsmt Exposure_Gd,Bsmt Exposure_Missing,Bsmt Exposure_Mn,Bsmt Exposure_No,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Missing,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_Missing,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Heating_Rare_var,Heating QC_Fa,Heating QC_Gd,Heating QC_Rare_var,Heating QC_TA,Central Air_Y,Electrical_FuseF,Electrical_Rare_var,Electrical_SBrkr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Rare_var,Kitchen Qual_TA,Functional_Min2,Functional_Mod,Functional_Rare_var,Functional_Typ,Fireplace Qu_Fa,Fireplace Qu_Gd,Fireplace Qu_Missing,Fireplace Qu_Po,Fireplace Qu_TA,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_Missing,Garage Type_Rare_var,Garage Finish_Missing,Garage Finish_RFn,Garage Finish_Unf,Garage Qual_Missing,Garage Qual_Rare_var,Garage Qual_TA,Garage Cond_Missing,Garage Cond_Rare_var,Garage Cond_TA,Paved Drive_P,Paved Drive_Y,Pool QC_Rare_var,Fence_GdWo,Fence_Missing,Fence_MnPrv,Fence_Rare_var,Misc Feature_Rare_var,Misc Feature_Shed,Sale Type_ConLD,Sale Type_New,Sale Type_Rare_var,Sale Type_WD 
1271,0.06388148519449922,1.2055556310680133,0.565386177390491,0.6376134749173878,1.3718595724583016,-0.5163866152328342,-0.8137748202043059,-0.5717061499321647,0.5397705354114978,-0.99609990444436,-0.28860427444147047,0.7421176956923293,-0.2957885217986068,-0.6582614551973875,1.2872082321895024,-0.11265221479971127,0.6915692400731931,-0.8094667319394576,-0.2540982780994952,0.7837649601205436,1.2695561941597386,0.1928935493073945,-0.21696514584892687,0.3941772147709875,0.6558251279506033,-0.7167092748096351,0.3299331178893198,0.4729266231828872,0.2206882900400227,-0.2772558477137753,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-0.07980513293973489,0.188648092832563,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,-1.0501332462248907,0.6596375808357067,0.2121591682617783,-0.17907792250103322,1.0330845104049386,0.7528423687910846,0.8270624905018815,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
157,0.06388148519449922,0.6383271705721513,0.20574212739622866,-0.3368883136130676,-0.06354662869697877,0.38699589159818376,0.4518394743441799,0.9607832025511902,1.5101999696233837,0.5522554927014748,0.33160312679740883,-2.054648157222112,-0.4532034277058087,-0.984178552086652,1.1341064391379712,-0.11265221479971127,0.4062695171703381,1.1004271240651613,-0.2540982780994952,-1.0430377390375067,1.2695561941597386,1.4377863717282275,-0.21696514584892687,0.3941772147709875,-0.9108115696110247,0.7162529838499248,0.3299331178893198,0.06807584390544608,1.8264470276178941,1.2181202332519452,-0.3921736511309731,-0.10283471987261121,3.060898234451905,-0.04933436268992218,-0.11121263214860451,-0.07980513293973489,0.188648092832563,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,0.6459855920759445,0.4020091017915101,0.2121591682617783,-0.17907792250103322,-0.6879760188596884,-0.7567736605341194,-0.1144730207547724,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
14,-0.8607070779032705,0.3957776557294021,0.178394818809271,0.6376134749173878,0.6541564718806615,-0.5163866152328342,-1.5104592986214942,-1.308151840340841,-0.5692916751163718,-0.9409655876320455,-0.28860427444147047,1.4398282044949604,0.6799605638611472,0.679132107739588,-0.7808436801065689,-0.11265221479971127,-0.12400972188123303,-0.8094667319394576,-0.2540982780994952,0.7837649601205436,-0.7263888562285507,0.1928935493073945,-0.21696514584892687,-0.26680117156988203,-0.9108115696110247,-1.5055140220900125,0.3299331178893198,0.6314401382508023,-0.7057109816395185,0.03994513915774119,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-0.07980513293973489,0.188648092832563,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,-0.9979449742771727,-0.058438202686078446,0.2121591682617783,-0.17907792250103322,1.0330845104049386,0.7528423687910846,0.47783653966672734,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1289,-0.1672656555799432,-0.2566929353251299,-0.40059226076089244,-0.3368883136130676,-0.06354662869697877,-0.5163866152328342,0.7009806879286385,1.2488561697864984,-0.5692916751163718,0.5499582295009616,-0.28860427444147047,-0.7640651782725796,-0.286992892372719,-0.772870917127412,0.21785109302957498,-0.11265221479971127,-0.32187422365989476,-0.8094667319394576,-0.2540982780994952,-1.0430377390375067,-0.7263888562285507,1.4377863717282275,-0.21696514584892687,-0.26680117156988203,-0.9108115696110247,0.9983373105527412,-0.9863714771184594,-0.7800814455685522,-0.7057109816395185,-0.7152953057744409,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-0.8116301132109764,0.188648092832563,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,0.41331287964236846,-0.19852924294428906,0.2121591682617783,-0.17907792250103322,-0.6879760188596884,-0.7567736605341194,-0.49795363144548704,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
591,1.4507643298411537,-1.933588200478965,-1.440073776061124,1.6121152634478433,0.6541564718806615,-0.5163866152328342,-1.5104592986214942,-1.7109273627784138,-0.5692916751163718,1.5446731953231376,-0.28860427444147047,-0.9400622954020406,0.4837987575908765,0.3915559263033948,-0.7808436801065689,-0.11265221479971127,-0.41425693737044833,1.1004271240651613,-0.2540982780994952,-1.0430377390375067,1.2695561941597386,-2.2968920955342713,-0.21696514584892687,-1.588757944251621,-0.9108115696110247,-1.8999163957302012,0.3299331178893198,0.5019661142217979,-0.7057109816395185,1.0368625264682216,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,1.749757317738369,-0.5679144935666663,-0.434573916801373,9.183318209303941,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,1.3548762860324473,-0.2683711777376466,0.2121591682617783,-0.17907792250103322,1.0330845104049386,0.7528423687910846,0.47783653966672734,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
606,0.06388148519449922,0.8633271006474177,0.5906300134725347,-1.311390102143523,0.6541564718806615,-0.5163866152328342,-0.38091058072146816,-0.002095543509040458,0.002568527187060977,1.4964306681123622,-0.28860427444147047,-0.16021647089038685,0.8917389472483042,1.0478761346410717,1.0964198439252864,-0.11265221479971127,1.5652931002451171,1.1004271240651613,-0.2540982780994952,0.7837649601205436,1.2695561941597386,1.4377863717282275,-0.21696514584892687,2.377112373793596,0.6558251279506033,-0.22660883822791408,0.3299331178893198,0.32071586179689177,0.7765278530477474,1.1123865709614398,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-0.4457176230753556,0.188648092832563,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,1.309211548078194,1.698025352057914,0.2121591682617783,-0.17907792250103322,-0.6879760188596884,0.7528423687910846,-0.1487276806103348,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
93,0.7573229075178265,-0.055904358092235255,-0.4516219998567163,-1.311390102143523,-0.781249729274619,-0.5163866152328342,0.049147483633987125,0.4951650297214549,-0.5692916751163718,-0.99609990444436,-0.28860427444147047,-2.054648157222112,-4.038323680752407,1.0539712003368342,-0.7808436801065689,-0.11265221479971127,0.25431091072301604,-0.8094667319394576,-0.2540982780994952,0.7837649601205436,-0.7263888562285507,1.4377863717282275,4.476816037587019,1.055155601111857,-0.9108115696110247,0.26031437203292157,0.3299331178893198,-0.08889480585837557,-0.7057109816395185,-0.7152953057744409,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-0.07980513293973489,0.9452106792317924,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,-1.0501332462248907,-2.634405699126481,0.2121591682617783,-0.17907792250103322,-0.6879760188596884,-0.7567736605341194,-0.8471795822806413,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
219,-0.6295599371288281,-0.8239213958209906,-0.6651571492197179,0.6376134749173878,-0.781249729274619,1.2903783984292019,1.034746418842336,1.329961146204941,-0.5692916751163718,-0.99609990444436,-0.28860427444147047,0.855000557606047,-0.14473258727510302,-0.42787353822171603,-0.7808436801065689,-0.11265221479971127,-1.2412973382146435,-0.8094667319394576,-0.2540982780994952,-1.0430377390375067,-0.7263888562285507,-1.0519992731134384,-0.21696514584892687,-0.9277795579107515,0.6558251279506033,1.3762357727409211,-0.9863714771184594,-0.7800814455685522,-0.7057109816395185,-0.7152953057744409,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-0.07980513293973489,-0.5679144935666663,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,-1.0501332462248907,-0.8809816683790338,0.2121591682617783,2.44057625808551,-0.6879760188596884,-2.2663896898593237,0.6141282635094932,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
230,1.4507643298411537,-0.007668614526407183,-0.007662108630904414,1.6121152634478433,2.089562673035942,-0.5163866152328342,-1.8588015378300884,-1.7109273627784138,3.8554044356354416,2.5416854243458262,-0.28860427444147047,-0.8336805196317335,1.2575327623482466,1.375729902089751,-0.7808436801065689,-0.11265221479971127,0.5790581369251628,1.1004271240651613,-0.2540982780994952,-1.0430377390375067,1.2695561941597386,-2.2968920955342713,-0.21696514584892687,0.3941772147709875,0.6558251279506033,-1.8999163957302012,1.6462377128970989,1.8175975345126831,-0.7057109816395185,0.37225093492790134,-0.3921736511309731,-0.10283471987261121,3.6806005323769946,-0.04933436268992218,-0.11121263214860451,1.3838448276027482,0.188648092832563,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,2.298614203753681,0.6113035546994816,0.2121591682617783,-0.17907792250103322,2.7541450396695657,2.2624583981162885,1.802852661614094,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
929,1.4507643298411537,-1.760702439328133,-1.366372702456415,0.6376134749173878,-0.06354662869697877,-0.5163866152328342,-1.255455081098492,-1.0132996938714391,0.4126904904551794,0.6510378103235384,-0.28860427444147047,-0.9566988388162566,-0.300194097379817,-0.7948375892373564,-0.7808436801065689,-0.11265221479971127,-1.6116697851259474,1.1004271240651613,-0.2540982780994952,-1.0430377390375067,-0.7263888562285507,-2.2968920955342713,-0.21696514584892687,-1.588757944251621,-0.9108115696110247,-1.2167914459596303,0.3299331178893198,-0.013168742040652022,0.37508816865327954,-0.7152953057744409,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-0.8116301132109764,-1.3244770799658958,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,0.5089913782131847,-1.0185017351035497,0.2121591682617783,-0.17907792250103322,1.0330845104049386,0.7528423687910846,0.1286105888315732,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1395,-0.8607070779032705,0.4787463896659639,-0.13095429976927525,-0.3368883136130676,-0.781249729274619,1.2903783984292019,0.5037704755433542,1.0208291395188813,-0.24581519704574317,0.6119843359148156,-0.28860427444147047,-0.49599813865911874,-0.05271236635582311,-0.39538530409901573,-0.7808436801065689,-0.11265221479971127,-1.2085073503819144,-0.8094667319394576,-0.2540982780994952,-1.0430377390375067,-0.7263888562285507,0.1928935493073945,-0.21696514584892687,-0.9277795579107515,0.6558251279506033,-0.05000528669649123,0.3299331178893198,1.1376827027955172,0.6066879865731648,-0.7152953057744409,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,-1.543455093482218,-0.5679144935666663,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,0.4720246855835512,-0.7970589978732117,0.2121591682617783,2.44057625808551,-0.6879760188596884,-0.7567736605341194,0.6141282635094932,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
665,-0.8607070779032705,0.4787463896659639,-0.47102839475991565,0.6376134749173878,-0.781249729274619,1.2903783984292019,0.049147483633987125,0.4951650297214549,-0.33823704792306564,0.6349569679199466,0.1326686773434287,-0.9525161595996813,-0.1574498485535618,-0.5613240627714686,-0.7808436801065689,-0.11265221479971127,-1.3759873635244586,1.1004271240651613,-0.2540982780994952,-1.0430377390375067,-0.7263888562285507,-1.0519992731134384,-0.21696514584892687,-0.9277795579107515,-0.9108115696110247,0.26031437203292157,0.3299331178893198,0.07536040556042936,-0.7057109816395185,-0.7152953057744409,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,-0.11121263214860451,1.3838448276027482,0.9452106792317924,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,0.6503346147382544,-0.8925046350612659,0.2121591682617783,-0.17907792250103322,-0.6879760188596884,-0.7567736605341194,-0.08021836089921001,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
380,-0.8607070779032705,-0.007668614526407183,0.203698933813098,-0.3368883136130676,-0.781249729274619,-0.5163866152328342,0.5545842890962978,1.0795833128494847,-0.5692916751163718,-0.99609990444436,-0.28860427444147047,0.917580807631412,-0.06098986504042429,-0.4083399731633211,-0.7808436801065689,-0.11265221479971127,-1.221582343605347,-0.8094667319394576,-0.2540982780994952,-1.0430377390375067,-0.7263888562285507,0.1928935493073945,-0.21696514584892687,-0.9277795579107515,-0.9108115696110247,-1.1111116484498238,0.3299331178893198,0.6746484657189197,-0.7057109816395185,-0.7152953057744409,-0.3921736511309731,-0.10283471987261121,-0.2854941743435767,-0.04933436268992218,13.980736137052562,0.28610735719588587,-1.3244770799658958,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,-1.0501332462248907,-0.8046944527298716,0.2121591682617783,-0.17907792250103322,-0.6879760188596884,-0.7567736605341194,-0.8471795822806413,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1063,-0.1672656555799432,-0.7623125877759849,-0.7245144542500976,-0.3368883136130676,-1.4989528298522592,1.2903783984292019,1.137751708092208,-0.20387935403813567,-0.5692916751163718,-0.99609990444436,-0.28860427444147047,0.7975045745700291,-0.22167171958990645,-0.31561665042211484,0.5947170451564217,-0.11265221479971127,0.33120804434243817,-0.8094667319394576,-0.2540982780994952,-1.0430377390375067,-0.7263888562285507,0.1928935493073945,-0.21696514584892687,-0.26680117156988203,-0.9108115696110247,1.492861108416381,-0.9863714771184594,-0.7800814455685522,-0.7057109816395185,-0.7152953057744409,0.5061293871559406,-0.10283471987261121,1.8391994185424436,-0.04933436268992218,-0.11121263214860451,0.28610735719588587,0.9452106792317924,-0.434573916801373,-0.10889310129609417,0.0,0.0,0.0,0.0,-0.025523828044507788,-0.025523828044507788,-0.2538682029106135,-0.025523828044507788,-0.025523828044507788,-1.0501332462248907,0.16405810310927899,0.2121591682617783,-0.17907792250103322,-0.6879760188596884,0.7528423687910846,-0.42944431173436226,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
