Id,PID,MS SubClass,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,Lot Frontage_nans,Mas Vnr Area_nans,BsmtFin SF 1_nans,BsmtFin SF 2_nans,Bsmt Unf SF_nans,Total Bsmt SF_nans,Bsmt Full Bath_nans,Bsmt Half Bath_nans,Garage Yr Blt_nans,Garage Cars_nans,Garage Area_nans,basement_livable,Total_sf,Functional_Num,ExterCond_Num,ExterQual_Num,KitchenQual_Num,neigh_score,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,MS Zoning_Rare_var,Street_Rare_var,Alley_Missing,Alley_Pave,Lot Shape_IR2,Lot Shape_Rare_var,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_Rare_var,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Lot Config_Rare_var,Land Slope_Mod,Land Slope_Rare_var,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_Rare_var,Condition 2_Rare_var,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2.5Unf,House Style_2Story,House Style_Rare_var,House Style_SFoyer,House Style_SLvl,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Rare_var,Roof Matl_Rare_var,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Rare_var,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Rare_var,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_Missing,Mas Vnr Type_None,Mas Vnr Type_Rare_var,Mas Vnr Type_Stone,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exter Cond_Gd,Exter Cond_Rare_var,Exter Cond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Rare_var,Foundation_Slab,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_Missing,Bsmt Qual_Rare_var,Bsmt Qual_TA,Bsmt Cond_Gd,Bsmt Cond_Missing,Bsmt Cond_Rare_var,Bsmt Cond_TA,Bsmt Exposure_Gd,Bsmt Exposure_Missing,Bsmt Exposure_Mn,Bsmt Exposure_No,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Missing,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_Missing,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Heating_Rare_var,Heating QC_Fa,Heating QC_Gd,Heating QC_Rare_var,Heating QC_TA,Central Air_Y,Electrical_FuseF,Electrical_Rare_var,Electrical_SBrkr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Rare_var,Kitchen Qual_TA,Functional_Min2,Functional_Mod,Functional_Rare_var,Functional_Typ,Fireplace Qu_Fa,Fireplace Qu_Gd,Fireplace Qu_Missing,Fireplace Qu_Po,Fireplace Qu_TA,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_Missing,Garage Type_Rare_var,Garage Finish_Missing,Garage Finish_RFn,Garage Finish_Unf,Garage Qual_Missing,Garage Qual_Rare_var,Garage Qual_TA,Garage Cond_Missing,Garage Cond_Rare_var,Garage Cond_TA,Paved Drive_P,Paved Drive_Y,Pool QC_Rare_var,Fence_GdWo,Fence_Missing,Fence_MnPrv,Fence_Rare_var,Misc Feature_Rare_var,Misc Feature_Shed,Sale Type_ConLD,Sale Type_New,Sale Type_Rare_var,Sale Type_WD 
1836,533206060,120,4.382026634673881,8.167068178341237,4,8,5,1.0,0.0,30.0,60.0,0.0,32.87856444554719,33.77869150810907,7.048386408721883,0,0,7.048386408721883,1.0,0.0,2,0,2,1,5,0,1.0,2.0,22.0,0,60,0,0,0,0,0,2,2007,12.01974306733868,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,60.0,1148.0483864087219,8,3,4,4,5.3832488380544925,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
779,905200350,80,4.477336814478207,9.636392113692736,1,6,5,7.0,7.0,54.0,588.0,0.0,23.45207879911715,33.734255586866,7.037027614686276,0,0,7.037027614686276,0.0,1.0,1,0,3,1,6,1,7.0,2.0,21.908902300206645,0,0,0,0,140,0,0,3,2009,11.904967552746252,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,588.0,1145.0370276146862,8,3,3,3,4.762106606532858,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1886,534276180,20,4.30406509320417,8.915969311373605,2,5,5,7.14142842854285,7.14142842854285,0.0,438.0,206.0,15.811388300841896,29.899832775452108,6.97914527506881,0,0,6.97914527506881,0.0,0.0,1,0,2,1,6,1,6.4031242374328485,2.0,19.8997487421324,0,72,0,0,0,0,0,1,2007,11.728036844587177,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,644.0,900.9791452750688,7,3,3,4,4.470477564325188,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1724,528186090,120,4.0943445622221,8.89740886527095,4,9,5,1.4142135623730951,1.4142135623730951,246.0,1153.0,0.0,20.199009876724155,39.50949253027682,7.353081920515432,0,0,7.353081920515432,1.0,0.0,2,0,2,1,6,1,1.4142135623730951,2.0,23.57965224510319,203,47,0,0,0,0,0,8,2007,12.533576212168626,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1153.0,1568.3530819205155,8,3,5,5,5.8406806189529235,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2450,528358030,60,4.418840607796598,9.212238569259265,4,8,5,3.3166247903554,3.3166247903554,397.0,527.0,0.0,28.548204847240395,36.6333181680284,7.213768308118642,1368,0,7.910590612256477,0.0,0.0,2,1,4,1,9,1,3.3166247903554,3.0,26.92582403567252,307,169,168,0,0,0,0,6,2006,12.765688433465597,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,527.0,2717.2137683081187,8,3,4,4,5.3832488380544925,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1013,527214030,20,3.970291913552122,9.642187721358466,4,9,5,2.0,2.0,296.0,1337.0,0.0,23.388031127053,43.40506882842141,7.541152455136308,0,0,7.541152455136308,1.0,0.0,2,0,2,1,7,1,2.0,3.0,25.88435821108957,214,76,0,0,0,0,0,9,2008,12.86617997201192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1337.0,1891.5411524551364,8,3,5,5,5.8406806189529235,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2084,905476170,30,4.060443010546419,9.115809888129949,1,4,7,9.327379053088816,2.23606797749979,0.0,348.0,0.0,13.416407864998739,22.978250586152114,6.405228458030842,0,0,6.405228458030842,1.0,0.0,1,0,2,1,5,0,5.196152422706632,0.0,0.0,0,0,144,0,0,0,0,7,2007,11.362102575235644,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,348.0,534.4052284580308,8,3,3,3,4.7942224661216875,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1184,533350120,20,4.634728988229636,9.697692639556532,3,8,9,5.656854249492381,1.0,0.0,1044.0,382.0,0.0,37.76241517699841,7.421177528595393,0,0,7.421177528595393,1.0,0.0,3,0,3,1,6,1,5.656854249492381,2.0,23.45207879911715,280,90,0,0,0,0,0,5,2008,12.577636201962656,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1426.0,1433.4211775285953,8,1,5,5,5.745050838530769,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
728,902477130,30,4.276666119016055,9.147613542067878,1,3,3,10.44030650891055,7.681145747868608,0.0,0.0,0.0,15.652475842498529,15.652475842498529,6.680854678790215,0,0,6.680854678790215,0.0,0.0,1,0,2,1,5,0,5.385164807134504,0.0,0.0,0,36,94,0,0,0,0,9,2009,10.691944912900398,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,251.6808546787902,8,2,3,3,3.5859420680933063,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
950,914474070,60,4.262679877041316,9.409928663668856,2,6,5,2.8284271247461903,2.6457513110645907,0.0,690.0,0.0,10.677078252031311,28.35489375751565,6.689599269178967,1157,0,7.581209826196346,1.0,0.0,2,1,3,1,7,1,2.8284271247461903,2.0,23.664319132398465,125,192,0,0,0,0,0,6,2009,12.2783933071098,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,690.0,1967.6895992691789,8,3,3,4,4.762106606532858,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2524,534125210,190,4.3694478524670215,9.481130576757746,3,5,6,5.830951894845301,5.830951894845301,144.0,962.0,0.0,13.820274961085254,33.95585369269929,7.084226422097916,0,0,7.084226422097916,1.0,0.0,2,0,2,1,6,0,5.830951894845301,2.0,22.38302928559939,140,153,0,0,0,0,0,7,2006,11.894780707439258,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,962.0,1160.084226422098,8,3,3,3,4.778164536327273,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2513,533223080,160,4.219507705176107,7.8826922062890254,4,7,5,2.449489742783178,2.449489742783178,0.0,641.0,0.0,5.656854249492381,25.942243542145693,6.511745329644728,709,0,7.231287004327616,1.0,0.0,2,1,3,1,6,0,2.449489742783178,2.0,22.135943621178654,153,50,0,0,0,0,0,4,2006,12.013700752882718,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,641.0,1388.5117453296448,8,3,4,4,5.21953838743129,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2028,903427040,50,4.0943445622221,9.05017161982336,2,6,7,9.539392014169456,7.54983443527075,0.0,168.0,546.0,0.0,26.720778431774775,7.416979621381154,862,0,7.834392302910435,0.0,0.0,2,0,5,1,10,1,9.539392014169456,1.0,14.696938456699069,88,15,0,0,0,0,0,8,2007,11.820410164718188,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,714.0,1583.4169796213812,8,4,3,4,5.447139793102802,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2309,526303060,20,4.219507705176107,10.581114921438036,2,6,6,7.0,7.0,902.0,1110.0,0.0,24.392621835300936,41.291645644125154,7.237059026124737,0,0,7.237059026124737,1.0,0.0,1,1,1,1,4,2,7.0,2.0,23.45207879911715,0,189,0,0,0,0,0,10,2006,12.43718436649356,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1110.0,1712.2370590261248,7,3,3,5,4.813956395366008,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
51,528188120,160,3.58351893845611,7.873978379604501,4,7,5,2.6457513110645907,2.6457513110645907,106.0,0.0,0.0,27.640549922170507,27.640549922170507,6.638567789166521,862,0,7.3938782901077555,0.0,0.0,2,1,2,1,6,0,2.6457513110645907,2.0,21.77154105707724,0,27,0,0,0,0,0,6,2010,12.075394321888057,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1632.6385677891665,8,3,4,4,5.21953838743129,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
699,902106010,70,4.04305126783455,8.764990330169104,2,5,6,8.366600265340756,7.681145747868608,0.0,421.0,0.0,16.401219466856727,26.267851073127396,6.766191714660351,690,0,7.351158226430694,0.0,0.0,1,1,3,1,7,1,8.366600265340756,2.0,20.0,0,36,0,0,182,0,0,10,2009,11.918390573078392,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,421.0,1386.7661917146604,8,3,3,3,4.778164536327273,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1881,534252110,20,4.219507705176107,9.420763358881011,2,5,5,6.855654600401044,5.385164807134504,0.0,0.0,0.0,31.272991542223778,31.272991542223778,7.259819610363186,0,0,7.259819610363186,0.0,0.0,1,0,3,1,6,1,6.855654600401044,1.0,16.911534525287763,0,0,36,0,0,0,600,8,2007,11.848683160653572,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,985.2598196103631,7,3,3,3,4.470477564325188,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
1345,903232090,50,3.951243718581428,8.738735461363474,2,5,7,8.831760866327848,4.0,0.0,0.0,0.0,32.83291031876401,32.83291031876401,7.028201432058005,445,0,7.360739903058278,0.0,0.0,2,0,3,1,8,1,8.831760866327848,2.0,18.973665961010276,0,0,0,0,0,0,0,6,2008,12.000891794590135,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1530.028201432058,8,3,3,3,4.957932916744889,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
166,535457010,20,4.465908118654584,9.210340371976184,2,6,6,6.928203230275509,6.928203230275509,261.0,0.0,0.0,33.406586176980134,33.406586176980134,7.017506142941256,0,0,7.017506142941256,0.0,0.0,1,1,3,1,5,0,6.928203230275509,2.0,20.97617696340303,0,0,0,0,385,0,0,2,2010,11.982929094215963,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1123.0175061429413,8,3,3,3,4.941874986950475,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
781,905228050,20,4.219507705176107,9.104979856318357,1,2,2,7.874007874011811,7.681145747868608,0.0,0.0,0.0,0.0,0.0,6.492239835020471,0,0,6.492239835020471,0.0,0.0,1,0,2,1,5,0,5.385164807134504,0.0,0.0,0,0,100,0,0,0,0,6,2009,11.065074640365626,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6.492239835020471,6,3,3,2,3.312122479618262,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
379,527354200,20,4.382026634673881,9.313618721429684,3,6,5,5.5677643628300215,3.3166247903554,144.0,832.0,0.0,17.549928774784245,33.76388603226827,7.442492722794441,0,0,7.442492722794441,0.0,0.0,2,0,3,1,7,1,5.5677643628300215,2.0,21.88606862823929,0,0,0,0,0,0,0,5,2009,12.122691036591124,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,832.0,1147.4424927227944,8,3,3,3,4.762106606532858,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2818,908102320,20,4.897839799950911,9.784422445377189,1,5,4,6.855654600401044,6.855654600401044,132.0,176.0,0.0,35.91656999213594,38.28837943815329,7.290292882446597,0,0,7.290292882446597,0.0,0.0,1,1,3,1,6,2,6.855654600401044,2.0,22.978250586152114,0,140,0,0,100,0,0,11,2006,11.917723684090689,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,176.0,1473.2902928824467,8,3,3,2,4.4186277754920384,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
