Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Lot Frontage_nans,Mas Vnr Area_nans,BsmtFin SF 1_nans,BsmtFin SF 2_nans,Bsmt Unf SF_nans,Total Bsmt SF_nans,Bsmt Full Bath_nans,Bsmt Half Bath_nans,Garage Yr Blt_nans,Garage Cars_nans,Garage Area_nans,basement_livable,Total_sf,Functional_Num,ExterCond_Num,ExterQual_Num,KitchenQual_Num,neigh_score
1044,527451290,160,RM,3.044522437723423,7.426549072397305,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,3,Norm,Norm,Twnhs,2Story,6,5,6.082762530298219,6.082762530298219,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,9.797958971132712,21.97726097583591,GasA,TA,Y,SBrkr,6.180016653652572,504,0,6.894670039433482,0.0,0.0,1,1,2,1,TA,4,Typ,0,Missing,Detchd,6.082762530298219,Unf,1.0,16.24807680927192,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2008,COD,11.35510137977666,0,0,0,0,0,0,0,0,0,0,0,387.0,993.1800166536525,8,3,3,3,4.762106606532858
2752,906380150,20,RL,4.158883083359672,8.921057018157429,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,3,Norm,Norm,1Fam,1Story,7,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,393.0,Unf,0.0,28.548204847240395,34.75629439396553,GasA,Ex,Y,SBrkr,7.0967213784947605,0,0,7.0967213784947605,0.0,0.0,2,0,2,1,Gd,6,Typ,0,Missing,Attchd,1.0,RFn,2.0,25.13961017995307,TA,TA,Y,105,58,0,0,0,0,Missing,Missing,Missing,0,2,2006,WD ,12.120514757168529,0,0,0,0,0,0,0,0,0,0,0,393.0,1215.0967213784947,8,3,4,4,5.21953838743129
807,906226060,70,RL,4.787491742782046,10.181119289134408,Pave,Missing,Reg,Bnk,AllPub,FR2,Gtl,1,Feedr,Norm,1Fam,2Story,5,7,11.357816691600547,1.4142135623730951,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,7.160845906664299,728,0,7.60887062919126,0.0,0.0,1,0,4,1,TA,7,Mod,1,TA,Attchd,10.44030650891055,Unf,2.0,24.0,TA,TA,P,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD ,11.782952602183288,0,0,0,0,0,0,0,0,0,0,0,0.0,735.1608459066643,5,3,4,3,4.867898472266717
1177,533236070,160,FV,3.1780538303479458,7.8804263442924,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,4,Norm,Norm,Twnhs,2Story,8,5,3.0,2.8284271247461903,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,813.0,Unf,0.0,12.12435565298214,30.983866769659336,GasA,Ex,Y,SBrkr,6.8690144506657065,645,0,7.382124365737512,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Detchd,2.8284271247461903,Unf,2.0,21.908902300206645,TA,TA,Y,169,0,0,0,0,0,Missing,Missing,Missing,0,12,2008,Rare_var,12.206072645530174,0,0,0,0,0,0,0,0,0,0,0,813.0,1611.8690144506659,8,3,4,4,5.3832488380544925
1480,907418040,20,RL,4.30406509320417,9.172326929777968,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,3,Norm,Norm,1Fam,1Story,7,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,36.42801120017397,36.75595189897821,GasA,Ex,Y,SBrkr,7.215975002651466,0,0,7.215975002651466,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1.0,RFn,2.0,24.698178070456937,TA,TA,Y,0,50,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD ,12.170445467887022,0,0,0,0,0,0,0,0,0,0,0,24.0,1358.2159750026515,8,3,4,4,5.21953838743129
324,923202105,20,RL,4.532599493153256,9.221675881639928,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,1Story,5,5,2.449489742783178,2.23606797749979,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,37.815340802378074,37.815340802378074,GasA,Ex,Y,SBrkr,7.265429723253953,0,0,7.265429723253953,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2.449489742783178,RFn,2.0,24.979991993593593,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD ,12.063932878369052,0,0,0,0,0,0,0,0,0,0,0,0.0,1437.2654297232539,8,3,3,4,4.598396155909655
1311,902301140,70,RM,3.5263605246161616,8.427487278331744,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,2Story,5,5,9.591663046625438,7.615773105863909,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,24.979991993593593,24.979991993593593,GasA,Fa,N,SBrkr,6.436150368369428,720,0,7.203405521083095,0.0,0.0,1,0,4,1,TA,7,Typ,0,Missing,Detchd,9.591663046625438,Unf,3.0,22.64950330581225,Fa,Fa,Y,0,0,96,0,0,0,Missing,Missing,Missing,0,5,2008,COD,11.49272275765271,0,0,0,0,0,0,0,0,0,0,0,0.0,1350.4361503683695,8,3,3,3,4.598396155909655
770,905101490,20,RL,4.382026634673881,9.084323531392696,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,1,Feedr,Norm,1Fam,1Story,5,6,6.782329983125268,6.782329983125268,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,651.0,Unf,0.0,21.6794833886788,33.481338085566414,GasA,TA,Y,SBrkr,7.02197642307216,0,0,7.02197642307216,1.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,6.782329983125268,Unf,2.0,21.908902300206645,TA,TA,Y,0,80,0,0,0,0,Missing,MnPrv,Missing,0,6,2009,WD ,11.842229212112828,0,0,0,0,0,0,0,0,0,0,0,651.0,1128.0219764230721,8,3,3,3,4.778164536327273
2063,905107140,20,RL,4.262679877041316,9.011523512653032,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,1Fam,1Story,6,5,5.477225575051661,5.477225575051661,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,25.69046515733026,25.69046515733026,GasA,Ex,Y,SBrkr,7.158513997329321,0,0,7.158513997329321,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,5.477225575051661,RFn,2.0,22.978250586152114,TA,TA,Y,138,0,0,0,0,0,Missing,MnPrv,Missing,0,4,2007,WD ,11.874090314181814,0,0,0,0,0,0,0,0,0,0,0,0.0,667.1585139973294,8,3,3,3,4.762106606532858
69,528458070,60,FV,4.276666119016055,9.0641578617981,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,4,Norm,Norm,1Fam,2Story,7,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,27.055498516937366,27.49545416973504,GasA,Ex,Y,SBrkr,6.638567789166521,783,0,7.344072850573066,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,1.0,Unf,2.0,24.779023386727733,TA,TA,Y,169,45,0,0,0,0,Missing,Missing,Missing,0,6,2010,Rare_var,12.279323107269766,0,0,0,0,0,0,0,0,0,0,0,24.0,1545.6385677891665,8,3,3,4,4.92581705715606
2062,905106150,20,RL,4.691347882229144,9.07383312732152,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,1Fam,1Story,5,5,6.244997998398398,6.244997998398398,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492.0,Unf,0.0,20.049937655763422,29.899832775452108,GasA,Gd,Y,SBrkr,6.795705775173514,0,0,6.795705775173514,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Attchd,6.244997998398398,Fin,2.0,21.213203435596427,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD ,11.76756768334381,0,0,0,0,0,0,0,0,0,0,0,492.0,900.7957057751735,8,3,3,3,4.598396155909655
351,527131030,120,RL,3.688879454113936,8.641885635373555,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,4,Norm,Norm,TwnhsE,1Story,8,5,3.0,3.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,0.0,18.520259177452136,38.742741255621034,GasA,Ex,Y,SBrkr,7.413970290190444,0,0,7.413970290190444,1.0,0.0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,3.0,Fin,2.0,22.338307903688676,TA,TA,Y,212,59,0,0,0,0,Missing,Missing,Missing,0,10,2009,WD ,12.535376392672774,0,0,0,0,0,0,0,0,0,0,0,1158.0,1508.4139702901905,8,3,4,5,5.3832488380544925
2393,528142010,60,RL,4.634728988229636,9.46242117318499,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,4,Norm,Norm,1Fam,2Story,8,5,1.0,0.0,Gable,CompShg,CemntBd,CmentBd,Missing,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,34.77067730142742,34.77067730142742,GasA,Ex,Y,SBrkr,7.097548850614793,1044,0,7.720017940432244,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,1.0,Fin,2.0,23.979157616563597,TA,TA,Y,243,142,0,0,0,0,Missing,Missing,Missing,0,7,2006,New,12.748783489541202,0,1,0,0,0,0,0,0,0,0,0,0.0,2260.0975488506147,8,3,4,5,5.3832488380544925
12,527165230,20,RL,4.219507705176107,8.984693690443855,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,1Story,6,7,4.242640687119285,1.7320508075688772,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,15.264337522473747,34.17601498127012,GasA,Ex,Y,SBrkr,7.079184394609668,0,0,7.079184394609668,1.0,0.0,2,0,3,1,TA,6,Typ,0,Missing,Attchd,4.242640687119285,Fin,2.0,20.493901531919196,TA,TA,Y,483,21,0,0,0,0,Missing,GdPrv,Shed,500,3,2010,WD ,12.128111104060462,1,0,0,0,0,0,0,0,0,0,0,935.0,1175.0791843946097,8,4,3,3,5.447139793102802
2339,527250040,190,RL,4.605170185988092,10.453053004618049,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,2,Norm,Norm,2fmCon,1Story,5,5,7.14142842854285,7.14142842854285,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,32.49615361854384,GasA,TA,N,SBrkr,6.962243464266207,0,0,6.962243464266207,1.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,7.14142842854285,Fin,2.0,23.916521486202797,TA,TA,Y,264,0,0,0,0,0,Missing,Missing,Missing,0,1,2006,WD ,11.884489021402713,0,0,0,0,0,0,0,0,0,0,0,1056.0,1062.9622434642663,8,3,3,3,4.598396155909655
624,535104120,20,RL,4.5217885770490405,9.266058860732526,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,2,Norm,Norm,1Fam,1Story,6,6,6.928203230275509,6.928203230275509,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,11.874342087037917,38.118237105091836,GasA,Ex,Y,SBrkr,7.281385663570282,0,0,7.281385663570282,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,6.928203230275509,RFn,2.0,23.021728866442675,TA,TA,Y,0,49,0,0,288,0,Missing,GdPrv,Missing,0,4,2009,WD ,12.141534124392605,0,0,0,0,0,0,0,0,0,0,0,1312.0,1460.2813856635703,8,3,3,3,4.941874986950475
86,532376160,20,RL,4.174387269895637,9.04192172035122,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,1,RRAe,Norm,1Fam,1Story,5,8,6.708203932499369,1.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,14.966629547095765,29.899832775452108,GasA,Ex,Y,SBrkr,6.795705775173514,0,0,6.795705775173514,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,6.082762530298219,Unf,1.0,18.33030277982336,TA,TA,Y,416,144,0,0,0,0,Missing,MnPrv,Missing,0,4,2010,WD ,11.83862560460953,0,0,0,0,0,0,0,0,0,0,0,670.0,900.7957057751735,8,4,3,3,5.463197722897217
1534,909277040,50,RL,4.219507705176107,9.367344120785848,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,3,Norm,Norm,1Fam,1.5Fin,5,6,8.426149773176359,3.605551275463989,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,18.33030277982336,30.692018506445613,GasA,Ex,Y,SBrkr,7.142827401161621,673,0,7.569411792450712,0.0,0.0,2,0,4,1,Gd,7,Min2,1,Gd,Detchd,8.426149773176359,Unf,1.0,15.491933384829668,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD ,12.196022309676671,1,0,0,0,0,0,0,0,0,0,0,606.0,1622.1428274011616,6,3,3,4,4.522327353158338
2243,911103060,190,Rare_var,4.31748811353631,9.017968479328726,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,1,Feedr,Norm,2fmCon,2Story,5,6,10.583005244258363,1.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,30.93541659651604,30.93541659651604,GasA,Fa,N,SBrkr,6.941190055068375,957,0,7.596392304064196,0.0,0.0,2,0,4,2,TA,9,Typ,0,Missing,Missing,5.196152422706632,Missing,0.0,0.0,Missing,Missing,N,0,0,133,0,0,0,Missing,Missing,Missing,0,6,2007,WD ,11.691908120498669,0,0,0,0,0,0,0,0,1,0,0,0.0,1920.9411900550683,8,4,3,3,5.103660962061983
1957,535450190,50,RL,4.0943445622221,8.99516499031115,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,2,Artery,Norm,1Fam,1.5Fin,5,7,7.615773105863909,1.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,25.92296279363144,25.92296279363144,GasA,Ex,Y,SBrkr,6.51025834052315,252,0,6.828712071641684,0.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2.0,Unf,2.0,24.0,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Shed,2000,7,2007,WD ,11.719126295554126,0,0,0,0,0,0,0,0,0,0,0,0.0,930.5102583405231,8,4,3,3,5.2834293424796
380,527355150,20,RL,4.382026634673881,9.169518377455928,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,3,PosN,Norm,1Fam,1Story,8,5,5.291502622129181,5.291502622129181,Hip,Rare_var,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0.0,37.68288736283355,50.23942674832188,GasA,TA,Y,SBrkr,7.833600223661103,0,0,7.833600223661103,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,5.291502622129181,Fin,2.0,23.280893453645632,TA,TA,Y,474,120,0,0,0,0,Missing,MnPrv,Missing,0,7,2009,WD ,12.535376392672774,0,0,0,0,0,0,0,0,0,0,0,1104.0,2531.833600223661,8,3,4,4,5.3832488380544925
2860,909276010,70,RL,4.219507705176107,9.344434106456882,Pave,Missing,IR1,HLS,AllPub,Corner,Mod,3,Norm,Norm,1Fam,2Story,8,7,8.774964387392123,7.483314773547883,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,28.142494558940577,28.142494558940577,GasA,Fa,Y,SBrkr,6.674561391814426,725,0,7.324489979348532,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,8.660254037844387,Unf,2.0,20.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD ,12.345834587905332,1,0,0,0,0,0,0,0,0,0,0,0.0,1523.6745613918144,8,3,3,4,5.449064268614497
2517,533250130,120,RL,3.4011973816621555,9.164191715950205,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,3,Norm,Norm,TwnhsE,1Story,8,5,3.3166247903554,3.1622776601683795,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,1057.0,0.0,38.65229618017538,GasA,Ex,Y,SBrkr,7.309212365692763,0,0,7.309212365692763,1.0,0.0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,3.3166247903554,Fin,2.0,21.93171219946131,TA,TA,Y,0,30,0,0,216,0,Missing,Missing,Missing,0,4,2006,WD ,12.506177237980513,0,0,0,0,0,0,0,0,0,0,0,1494.0,1501.3092123656927,8,4,4,5,5.708745263789202
